FileType : Sound Exposure Level
FileVersion : 5
SourceKernel : 2.0
Routine : Parabolic
SEL_window_length(ms) : 10500
Azimuth_beg : 90
Azimuth_end : 90
Azimuth_inc : 90
Range_beg : 100
Range_end : 50000
Range_inc : 100
Depth_beg : 20
Depth_end : 1000
Depth_inc : 20
Filter_bool : 0
Coordinate_system : Cylindrical
Sea_WaterAttn : None
Notional_name : 4135H__080_2100_080

Azimuth:deg  Range:m  Depth:m  SEL:dB re 1uPa^2 s  
90           1400     620      161.495             
90           1400     640      161.503             
90           1400     660      161.624             
90           1400     680      161.424             
90           1400     700      161.375             
90           1400     720      161.094             
90           1400     740      160.641             
90           1400     760      160.876             
90           1400     780      161.197             
90           1400     800      161.459             
90           1400     820      161.475             
90           1400     840      161.776             
90           1400     860      161.394             
90           1400     880      161.471             
90           1400     900      161.964             
90           1400     920      162.047             
90           1400     940      162.73              
90           1400     960      161.686             
90           1400     980      162.297             
90           1400     1000     162.327             
90           1500     20       152.103             
90           1500     40       154.332             
90           1500     60       156.507             
90           1500     80       157.175             
90           1500     100      157.322             
90           1500     120      158.321             
90           1500     140      159.186             
90           1500     160      158.715             
90           1500     180      159.225             
90           1500     200      158.89              
90           1500     220      160.362             
90           1500     240      160.552             
90           1500     260      160.448             
90           1500     280      160.989             
90           1500     300      161.346             
90           1500     320      161.71              
90           1500     340      162.097             
90           1500     360      162.063             
90           1500     380      161.866             
90           1500     400      162.047             
90           1500     420      161.62              
90           1500     440      162.334             
90           1500     460      162.111             
90           1500     480      162.229             
90           1500     500      161.982             
90           1500     520      161.235             
90           1500     540      161.223             
90           1500     560      161.102             
90           1500     580      161.483             
90           1500     600      161.165             
90           1500     620      161.339             
90           1500     640      161.104             
90           1500     660      161.245             
90           1500     680      160.852             
90           1500     700      160.824             
90           1500     720      160.749             
90           1500     740      160.882             
90           1500     760      161.136             
90           1500     780      160.995             
90           1500     800      160.958             
90           1500     820      159.93              
90           1500     840      160.678             
90           1500     860      160.178             
90           1500     880      160.747             
90           1500     900      161.314             
90           1500     920      162.281             
90           1500     940      160.364             
90           1500     960      161.183             
90           1500     980      161.192             
90           1500     1000     161.365             
90           1600     20       152.373             
90           1600     40       154.278             
90           1600     60       156.143             
90           1600     80       156.419             
90           1600     100      155.807             
90           1600     120      156.86              
90           1600     140      157.63              
90           1600     160      157.75              
90           1600     180      158.809             
90           1600     200      158.788             
90           1600     220      159.26              
90           1600     240      159.611             
90           1600     260      160.284             
90           1600     280      160.692             
90           1600     300      160.512             
90           1600     320      160.924             
90           1600     340      161.071             
90           1600     360      161.143             
90           1600     380      161.728             
90           1600     400      161.314             
90           1600     420      161.074             
90           1600     440      161.776             
90           1600     460      161.429             
90           1600     480      161.785             
90           1600     500      160.972             
90           1600     520      161.449             
90           1600     540      161.286             
90           1600     560      161.472             
90           1600     580      161.326             
90           1600     600      161.373             
90           1600     620      160.682             
90           1600     640      159.888             
90           1600     660      159.91              
90           1600     680      160.413             
90           1600     700      160.238             
90           1600     720      160.219             
90           1600     740      160.586             
90           1600     760      160.458             
90           1600     780      160.257             
90           1600     800      160.655             
90           1600     820      160.047             
90           1600     840      160.68              
90           1600     860      160.353             
90           1600     880      160.228             
90           1600     900      161.495             
90           1600     920      159.763             
90           1600     940      160.332             
90           1600     960      160.758             
90           1600     980      160.266             
90           1600     1000     160.6               
90           1700     20       152.373             
90           1700     40       153.644             
90           1700     60       154.241             
90           1700     80       155.337             
90           1700     100      155.837             
90           1700     120      156.069             
90           1700     140      156.969             
90           1700     160      156.258             
90           1700     180      157.224             
90           1700     200      157.234             
90           1700     220      158.729             
90           1700     240      158.897             
90           1700     260      159.735             
90           1700     280      158.808             
90           1700     300      159.699             
90           1700     320      160.28              
90           1700     340      160.101             
90           1700     360      160.295             
90           1700     380      160.685             
90           1700     400      160.618             
90           1700     420      160.403             
90           1700     440      161.239             
90           1700     460      160.806             
90           1700     480      160.975             
90           1700     500      160.525             
90           1700     520      160.949             
90           1700     540      161.248             
90           1700     560      161.12              
90           1700     580      160.721             
90           1700     600      160.917             
90           1700     620      160.102             
90           1700     640      160.517             
90           1700     660      160.343             
90           1700     680      160.257             
90           1700     700      161.025             
90           1700     720      159.937             
90           1700     740      159.437             
90           1700     760      159.088             
90           1700     780      159.886             
90           1700     800      159.563             
90           1700     820      159.902             
90           1700     840      159.782             
90           1700     860      159.951             
90           1700     880      159.808             
90           1700     900      159.888             
90           1700     920      159.782             
90           1700     940      160.347             
90           1700     960      160.04              
90           1700     980      160.502             
90           1700     1000     160.307             
90           1800     20       151.441             
90           1800     40       153.778             
90           1800     60       154.231             
90           1800     80       154.318             
90           1800     100      154.532             
90           1800     120      155.706             
90           1800     140      155.039             
90           1800     160      156.188             
90           1800     180      156.261             
90           1800     200      157.503             
90           1800     220      156.949             
90           1800     240      158.617             
90           1800     260      158.021             
90           1800     280      158.16              
90           1800     300      159.337             
