FileType : Sound Exposure Level
FileVersion : 5
SourceKernel : 2.0
Routine : Parabolic
SEL_window_length(ms) : 10500
Azimuth_beg : 0
Azimuth_end : 350
Azimuth_inc : 10
Range_beg : 100
Range_end : 60000
Range_inc : 100
Depth_beg : 20
Depth_end : 40
Depth_inc : 20
Filter_bool : 0
Coordinate_system : Cylindrical
Sea_WaterAttn : None
Notional_name : 4135H__080_2100_080

Azimuth:deg  Range:m  Depth:m  SEL:dB re 1uPa^2 s  
0            40700    20       133.991             
0            40700    40       134.434             
0            40800    20       136.84              
0            40800    40       133.599             
0            40900    20       131.495             
0            40900    40       135.731             
0            41000    20       133.971             
0            41000    40       137.348             
0            41100    20       136.884             
0            41100    40       134.255             
0            41200    20       134.648             
0            41200    40       136.295             
0            41300    20       133.613             
0            41300    40       135.004             
0            41400    20       136.897             
0            41400    40       134.449             
0            41500    20       134.468             
0            41500    40       135.009             
0            41600    20       135.612             
0            41600    40       131.736             
0            41700    20       132.069             
0            41700    40       132.72              
0            41800    20       135.561             
0            41800    40       135.999             
0            41900    20       129.792             
0            41900    40       134.319             
0            42000    20       132.212             
0            42000    40       134.559             
0            42100    20       137.883             
0            42100    40       132.694             
0            42200    20       133.903             
0            42200    40       135.566             
0            42300    20       134.365             
0            42300    40       136.565             
0            42400    20       135.077             
0            42400    40       135.109             
0            42500    20       130.397             
0            42500    40       136.068             
0            42600    20       136.302             
0            42600    40       132.634             
0            42700    20       136.821             
0            42700    40       133.421             
0            42800    20       133.36              
0            42800    40       134.652             
0            42900    20       137.879             
0            42900    40       134.231             
0            43000    20       133.663             
0            43000    40       133.444             
0            43100    20       136.798             
0            43100    40       134.954             
0            43200    20       136.848             
0            43200    40       133.81              
0            43300    20       138.824             
