FileType : Sound Exposure Level
FileVersion : 5
SourceKernel : 2.0
Routine : Parabolic
SEL_window_length(ms) : 10500
Azimuth_beg : 90
Azimuth_end : 90
Azimuth_inc : 40
Range_beg : 100
Range_end : 50000
Range_inc : 100
Depth_beg : 20
Depth_end : 1000
Depth_inc : 20
Filter_bool : 0
Coordinate_system : Cylindrical
Sea_WaterAttn : None
Notional_name : 4135H__080_2100_080

Azimuth:deg  Range:m  Depth:m  SEL:dB re 1uPa^2 s  
90           1700     900      159.132             
90           1700     920      159.376             
90           1700     940      159.303             
90           1700     960      159.177             
90           1700     980      159.386             
90           1700     1000     159.716             
90           1800     20       148.837             
90           1800     40       151.119             
90           1800     60       152.686             
90           1800     80       153.43              
90           1800     100      154.446             
90           1800     120      155.922             
90           1800     140      156.567             
90           1800     160      157.02              
90           1800     180      157.517             
90           1800     200      158.368             
90           1800     220      158.727             
90           1800     240      159.31              
90           1800     260      159.893             
90           1800     280      159.581             
90           1800     300      159.905             
